Filial,Documento,Nome_Cliente,Nome_Vendedor,Produtos,Quantidade,Preco_Unitario,Total,Estado_Cliente,Data_Compra,Data_Devolucao,Status
Rio de Janeiro,1846,Laboratórios InovateX Ltda,Paulo,PlayStation 1,34,199,6766, Bahia (BA) ,2022-08-20,,Sem Devolução
Rio de Janeiro,6220,Soluções Núcleo Quântico Ltda,Taize,PlayStation 1,7,199,1393, Rio Grande do Norte (RN) ,2020-09-26,,Sem Devolução
Rio de Janeiro,4877,Empresa Visionária de Inovações S.A,Henrique,Nintendo Wii,35,1699,59465, Tocantins (TO) ,2022-12-03,2022-12-21,Com Devolução
São Paulo,9611,Corporação NexusGen,Maria,Nintendo Wii,5,1699,8495, Mato Grosso do Sul (MS) ,2023-11-22,,Sem Devolução
Parana,8653,Inovação Esfera Quântica Ltda,Maria,XBOX 360,37,1299,48063, Maranhão (MA) ,2023-03-23,2023-04-14,Com Devolução
São Paulo,6243,Laboratórios InovateX Ltda,Taize,XBOX 360,1,1299,1299, Santa Catarina (SC) ,2024-10-04,2024-10-09,Com Devolução
São Paulo,1158,Tecnologias Ondas Futuras Ltda,Taize,XBOX ONE S,35,1499,52465, Santa Catarina (SC) ,2021-07-12,,Sem Devolução
São Paulo,5197,VisionáriaTech S.A,Henrique,Nintendo Wii,40,1699,67960, Rondônia (RO) ,2024-12-17,2025-01-11,Com Devolução
Parana,8182,Inovação QuantumLeap Ltda,Henrique,PlayStation 1,12,199,2388, Mato Grosso do Sul (MS) ,2022-04-14,,Sem Devolução
São Paulo,5312,Laboratórios InovateX Ltda,Vanessa,PlayStation 1,13,199,2587, Rondônia (RO) ,2024-10-13,,Sem Devolução
Parana,6269,VisionáriaTech S.A,Henrique,XBOX ONE S,16,1499,23984, Amapá (AP) ,2021-07-03,,Sem Devolução
Parana,1718,Tecnologias Ondas Futuras Ltda,Taize,Nintendo DS,30,389,11670, Rio Grande do Norte (RN) ,2022-05-13,,Sem Devolução
Parana,4848,Corporação TechNex,Paulo,XBOX ONE S,21,1499,31479, Paraná (PR) ,2020-01-07,,Sem Devolução
Rio de Janeiro,1217,InovarHub S.A,Maria,XBOX 360,8,1299,10392, Rondônia (RO) ,2024-02-17,2024-03-12,Com Devolução
Parana,3227,Grupo Borda de Inovação Ltda,Taize,Nintendo DS,16,389,6224, Mato Grosso (MT) ,2022-04-28,2022-05-10,Com Devolução
Rio de Janeiro,6616,Corporação TechNex,Paulo,PlayStation 1,16,199,3184, Goiás (GO) ,2024-02-05,,Sem Devolução
Parana,4926,Tecnologias Ondas Futuras Ltda,Paulo,XBOX 360,7,1299,9093, Mato Grosso (MT) ,2021-05-23,,Sem Devolução
São Paulo,4122,Empresa Visionária de Inovações S.A,Vanessa,XBOX ONE S,24,1499,35976, Alagoas (AL) ,2023-10-31,,Sem Devolução
Parana,5355,InovarHub S.A,Paulo,XBOX 360,3,1299,3897, Rio de Janeiro (RJ) ,2022-02-04,2022-02-10,Com Devolução
Rio de Janeiro,7466,Grupo Borda de Inovação Ltda,Taize,Nintendo Wii,34,1699,57766, Santa Catarina (SC) ,2022-12-15,,Sem Devolução
Parana,8946,Inovação QuantumLeap Ltda,Maria,PlayStation 2,16,499,7984, Santa Catarina (SC) ,2023-08-06,,Sem Devolução
São Paulo,5189,Tecnologias Impulso Quântico Ltda,Paulo,XBOX 360,39,1299,50661, Pará (PA) ,2024-05-07,2024-05-30,Com Devolução
São Paulo,6987,Corporação TechNex,Vanessa,PlayStation 2,22,499,10978, Roraima (RR) ,2023-09-21,,Sem Devolução
Rio de Janeiro,7538,Inovação QuantumLeap Ltda,Maria,XBOX ONE S,11,1499,16489, Amapá (AP) ,2022-01-15,,Sem Devolução
Parana,2983,Soluções Núcleo Quântico Ltda,Maria,PlayStation 2,34,499,16966, Distrito Federal (DF) ,2024-04-01,2024-04-20,Com Devolução
Rio de Janeiro,3810,Empresa Visionária de Inovações S.A,Vanessa,Nintendo Wii,39,1699,66261, Rio Grande do Sul (RS) ,2022-07-17,,Sem Devolução
Parana,7429,Soluções Núcleo Quântico Ltda,Henrique,PlayStation 1,39,199,7761, Maranhão (MA) ,2023-05-19,,Sem Devolução
Parana,2445,Corporação NexusGen,Paulo,Game Boy,2,79,158, Acre (AC) ,2024-05-21,2024-05-31,Com Devolução
Parana,5769,Soluções NovaTech S.A,Vanessa,PlayStation 2,1,499,499, Ceará (CE) ,2023-05-22,2023-06-05,Com Devolução
São Paulo,5229,Sistemas Sinérgicos Ltda,Vanessa,Nintendo DS,20,389,7780, Sergipe (SE) ,2021-09-10,2021-09-26,Com Devolução
Parana,5987,VisionáriaTech S.A,João,Nintendo Wii,1,1699,1699, Amapá (AP) ,2024-09-19,2024-09-21,Com Devolução
Parana,1398,Tecnologias Impulso Quântico Ltda,Vanessa,Nintendo Wii,8,1699,13592, Maranhão (MA) ,2021-12-18,,Sem Devolução
Rio de Janeiro,6385,Soluções Núcleo Quântico Ltda,Henrique,XBOX ONE S,16,1499,23984, Minas Gerais (MG) ,2023-05-24,,Sem Devolução
Parana,3968,Inovação Esfera Quântica Ltda,Paulo,Nintendo Wii,16,1699,27184, Rio Grande do Sul (RS) ,2022-02-18,,Sem Devolução
São Paulo,7905,Empresas Esfera de Sinergia Ltda,Taize,Game Boy,36,79,2844, Distrito Federal (DF) ,2023-01-20,,Sem Devolução
São Paulo,6084,Empreendimentos NexusTech Ltda,Maria,PlayStation 1,7,199,1393, Minas Gerais (MG) ,2020-07-30,2020-08-21,Com Devolução
Rio de Janeiro,8474,Grupo Borda de Inovação Ltda,Henrique,PlayStation 4,31,1399,43369, Rio Grande do Sul (RS) ,2020-02-02,,Sem Devolução
Parana,7195,Empreendimentos NexusTech Ltda,Maria,XBOX 360,16,1299,20784, Bahia (BA) ,2022-08-02,,Sem Devolução
Rio de Janeiro,9710,Soluções Núcleo Quântico Ltda,Henrique,PlayStation 2,7,499,3493, Roraima (RR) ,2023-04-28,,Sem Devolução
Parana,7734,Soluções NovaTech S.A,Henrique,PlayStation 2,10,499,4990, Acre (AC) ,2022-04-05,2022-04-30,Com Devolução
São Paulo,3212,Empreendimentos NexusTech Ltda,Taize,PlayStation 4,33,1399,46167, Amazonas (AM) ,2023-03-09,,Sem Devolução
Parana,1196,Tecnologias Ondas Futuras Ltda,Henrique,XBOX ONE S,18,1499,26982, Distrito Federal (DF) ,2024-02-11,,Sem Devolução
São Paulo,5493,Grupo Dinâmica Horizon Ltda,João,Nintendo DS,18,389,7002, Rio Grande do Norte (RN) ,2024-04-27,2024-05-23,Com Devolução
São Paulo,8346,VisionáriaTech S.A,João,XBOX 360,3,1299,3897, Paraíba (PB) ,2023-04-07,,Sem Devolução
Parana,4748,Corporação TechNex,Maria,PlayStation 1,31,199,6169, Santa Catarina (SC) ,2021-04-07,2021-04-25,Com Devolução
Parana,6992,Inovação Esfera Quântica Ltda,Maria,XBOX 360,30,1299,38970, Alagoas (AL) ,2022-09-26,,Sem Devolução
Rio de Janeiro,1159,Empreendimentos NovaGenius Ltda,Vanessa,XBOX 360,11,1299,14289, Mato Grosso (MT) ,2021-03-20,,Sem Devolução
Rio de Janeiro,5609,Inovação Esfera Quântica Ltda,João,PlayStation 1,34,199,6766, Mato Grosso (MT) ,2021-06-02,,Sem Devolução
Parana,2868,Inovação QuantumLeap Ltda,Henrique,Nintendo Wii,7,1699,11893, Tocantins (TO) ,2021-10-26,,Sem Devolução
São Paulo,9995,Empresas Esfera de Sinergia Ltda,Maria,XBOX ONE S,5,1499,7495, Pernambuco (PE) ,2021-01-23,,Sem Devolução
Parana,6394,Inovação Esfera Quântica Ltda,Vanessa,XBOX 360,27,1299,35073, Amazonas (AM) ,2020-02-06,,Sem Devolução
Parana,6153,Corporação TechNex,Paulo,PlayStation 4,3,1399,4197, Maranhão (MA) ,2020-01-20,,Sem Devolução
Rio de Janeiro,1962,Empresa Visionária de Inovações S.A,Paulo,Game Boy,8,79,632, Amazonas (AM) ,2021-11-15,2021-11-30,Com Devolução
São Paulo,3379,Sistemas Sinérgicos Ltda,Taize,Game Boy,39,79,3081, Mato Grosso (MT) ,2023-08-20,,Sem Devolução
Rio de Janeiro,7022,Laboratórios InovateX Ltda,Paulo,PlayStation 4,6,1399,8394, Pernambuco (PE) ,2023-01-30,2023-02-26,Com Devolução
Rio de Janeiro,5333,Empreendimentos NexusTech Ltda,João,Nintendo Wii,13,1699,22087, Amapá (AP) ,2020-05-17,2020-06-03,Com Devolução
Rio de Janeiro,9054,Empresas Esfera de Sinergia Ltda,Maria,Game Boy,39,79,3081, Paraná (PR) ,2022-03-12,2022-03-14,Com Devolução
Parana,2248,Indústrias ApexTech Ltda,Paulo,PlayStation 2,23,499,11477, Tocantins (TO) ,2024-11-16,,Sem Devolução
Rio de Janeiro,4533,Soluções Núcleo Quântico Ltda,Henrique,XBOX 360,38,1299,49362, Rio Grande do Sul (RS) ,2023-07-16,2023-07-20,Com Devolução
Rio de Janeiro,5724,Grupo Borda de Inovação Ltda,Taize,XBOX 360,7,1299,9093, Amazonas (AM) ,2020-08-13,2020-09-08,Com Devolução
Rio de Janeiro,2576,Sistemas Sinérgicos Ltda,Maria,Nintendo Wii,36,1699,61164, Pernambuco (PE) ,2020-09-28,,Sem Devolução
Rio de Janeiro,1663,Indústrias ApexTech Ltda,Maria,XBOX 360,3,1299,3897, Tocantins (TO) ,2021-08-13,,Sem Devolução
Rio de Janeiro,2155,Inovação Esfera Quântica Ltda,Paulo,PlayStation 4,17,1399,23783, Pará (PA) ,2020-11-05,,Sem Devolução
Parana,3096,Grupo Borda de Inovação Ltda,Paulo,XBOX ONE S,39,1499,58461, Minas Gerais (MG) ,2022-09-29,2022-10-08,Com Devolução
Rio de Janeiro,6312,Sistemas Sinérgicos Ltda,Paulo,PlayStation 2,21,499,10479, São Paulo (SP) ,2024-07-17,,Sem Devolução
Parana,3201,Tecnologias Ondas Futuras Ltda,Vanessa,PlayStation 2,12,499,5988, Pernambuco (PE) ,2024-03-01,,Sem Devolução
São Paulo,2125,Soluções NovaTech S.A,Paulo,Nintendo Wii,6,1699,10194, Paraíba (PB) ,2020-04-21,,Sem Devolução
Rio de Janeiro,5063,Laboratórios InovateX Ltda,Maria,Nintendo Wii,1,1699,1699, Roraima (RR) ,2021-12-01,2021-12-22,Com Devolução
Parana,9232,Tecnologias Ondas Futuras Ltda,Paulo,Game Boy,19,79,1501, Santa Catarina (SC) ,2020-05-29,2020-06-03,Com Devolução
Parana,8515,Corporação TechVantage,Henrique,PlayStation 1,40,199,7960, Alagoas (AL) ,2022-12-22,,Sem Devolução
Parana,9054,Empresas Esfera de Sinergia Ltda,Paulo,XBOX ONE S,26,1499,38974, Minas Gerais (MG) ,2023-12-23,,Sem Devolução
Parana,1083,Indústrias ApexTech Ltda,Taize,XBOX ONE S,29,1499,43471, Santa Catarina (SC) ,2024-01-01,2024-01-15,Com Devolução
São Paulo,3495,Empreendimentos NexusTech Ltda,Henrique,Nintendo DS,8,389,3112, Distrito Federal (DF) ,2023-12-08,2023-12-12,Com Devolução
Rio de Janeiro,6640,Grupo Borda de Inovação Ltda,Paulo,XBOX 360,26,1299,33774, Rio Grande do Norte (RN) ,2020-06-04,,Sem Devolução
São Paulo,6339,Corporação TechVantage,João,XBOX 360,39,1299,50661, Amapá (AP) ,2022-10-12,,Sem Devolução
São Paulo,6995,Empresas Esfera de Sinergia Ltda,Vanessa,Nintendo Wii,21,1699,35679, Amapá (AP) ,2023-09-03,2023-09-04,Com Devolução
Parana,4372,Sistemas Sinérgicos Ltda,Vanessa,PlayStation 1,22,199,4378, Maranhão (MA) ,2024-05-30,,Sem Devolução
Parana,2928,Grupo Borda de Inovação Ltda,Maria,XBOX 360,32,1299,41568, São Paulo (SP) ,2021-05-01,,Sem Devolução
Parana,4193,Corporação TechNex,Vanessa,Nintendo DS,6,389,2334, Alagoas (AL) ,2022-01-03,2022-01-22,Com Devolução
São Paulo,8151,Laboratórios InovateX Ltda,Paulo,XBOX 360,18,1299,23382, Rio de Janeiro (RJ) ,2024-03-24,2024-03-28,Com Devolução
Parana,8600,Inovação Esfera Quântica Ltda,Maria,PlayStation 1,39,199,7761, Pernambuco (PE) ,2020-01-25,,Sem Devolução
Parana,2513,Tecnologias Ondas Futuras Ltda,João,Game Boy,33,79,2607, Rio de Janeiro (RJ) ,2024-04-06,2024-04-18,Com Devolução
Parana,1238,Laboratórios InovateX Ltda,Maria,PlayStation 2,32,499,15968, Bahia (BA) ,2024-01-14,,Sem Devolução
Parana,7058,Soluções NovaTech S.A,Henrique,PlayStation 4,19,1399,26581, Mato Grosso (MT) ,2023-01-03,,Sem Devolução
Parana,8567,Corporação TechVantage,Paulo,Nintendo DS,2,389,778, Mato Grosso do Sul (MS) ,2024-04-12,2024-04-18,Com Devolução
Parana,9568,Inovação QuantumLeap Ltda,Vanessa,Nintendo DS,5,389,1945, Ceará (CE) ,2024-07-26,,Sem Devolução
Parana,6357,Empresa Visionária de Inovações S.A,Vanessa,Game Boy,15,79,1185, Amazonas (AM) ,2021-10-13,,Sem Devolução
Rio de Janeiro,9789,Empreendimentos NovaGenius Ltda,Vanessa,PlayStation 4,26,1399,36374, Acre (AC) ,2023-08-17,,Sem Devolução
São Paulo,5386,Empresas Esfera de Sinergia Ltda,Taize,Nintendo DS,3,389,1167, Roraima (RR) ,2022-10-16,2022-11-06,Com Devolução
São Paulo,5067,Soluções NovaTech S.A,João,PlayStation 1,17,199,3383, Amazonas (AM) ,2021-09-07,,Sem Devolução
Parana,9496,Corporação NexusGen,Taize,PlayStation 4,39,1399,54561, Amapá (AP) ,2020-05-01,2020-05-26,Com Devolução
Parana,2288,Grupo Borda de Inovação Ltda,João,XBOX ONE S,11,1499,16489, Roraima (RR) ,2021-07-17,2021-08-03,Com Devolução
Rio de Janeiro,6445,Sistemas Sinérgicos Ltda,Taize,Nintendo DS,26,389,10114, Sergipe (SE) ,2024-03-22,2024-03-26,Com Devolução
Parana,8340,Empreendimentos NovaGenius Ltda,Henrique,Game Boy,2,79,158, Mato Grosso (MT) ,2024-11-30,,Sem Devolução
São Paulo,3791,Corporação TechNex,Paulo,XBOX 360,7,1299,9093, Mato Grosso do Sul (MS) ,2023-05-18,2023-06-05,Com Devolução
Parana,9251,Inovação QuantumLeap Ltda,Maria,Nintendo Wii,39,1699,66261, Paraíba (PB) ,2022-12-01,,Sem Devolução
Rio de Janeiro,9321,Indústrias ApexTech Ltda,Paulo,PlayStation 1,40,199,7960, Rio Grande do Norte (RN) ,2022-05-11,,Sem Devolução
São Paulo,4524,Corporação TechVantage,Maria,PlayStation 1,37,199,7363, Alagoas (AL) ,2022-12-23,,Sem Devolução
Rio de Janeiro,6635,Laboratórios InovateX Ltda,Taize,PlayStation 2,24,499,11976, Rio Grande do Sul (RS) ,2020-10-09,,Sem Devolução
São Paulo,2785,Empreendimentos NexusTech Ltda,Henrique,Nintendo DS,5,389,1945, Rio Grande do Sul (RS) ,2023-04-19,2023-05-18,Com Devolução
São Paulo,5425,Empresas Esfera de Sinergia Ltda,Vanessa,XBOX 360,39,1299,50661, Rondônia (RO) ,2023-11-24,,Sem Devolução
Rio de Janeiro,4223,Tecnologias Impulso Quântico Ltda,Henrique,PlayStation 1,33,199,6567, Acre (AC) ,2020-03-31,,Sem Devolução
Rio de Janeiro,3707,Laboratórios InovateX Ltda,Maria,Nintendo DS,35,389,13615, São Paulo (SP) ,2022-10-21,2022-11-19,Com Devolução
Rio de Janeiro,2497,Empreendimentos NexusTech Ltda,Taize,Nintendo DS,21,389,8169, Sergipe (SE) ,2023-01-05,,Sem Devolução
Rio de Janeiro,8570,Grupo Borda de Inovação Ltda,Henrique,Nintendo DS,38,389,14782, Mato Grosso (MT) ,2024-06-08,,Sem Devolução
Rio de Janeiro,2317,Soluções Núcleo Quântico Ltda,Taize,Nintendo DS,29,389,11281, Maranhão (MA) ,2024-03-26,,Sem Devolução
Parana,3130,Corporação TechNex,Maria,Nintendo Wii,5,1699,8495, Amapá (AP) ,2024-09-06,2024-09-30,Com Devolução
São Paulo,7890,Empreendimentos NexusTech Ltda,João,Nintendo DS,16,389,6224, Roraima (RR) ,2022-09-08,,Sem Devolução
Parana,2049,VisionáriaTech S.A,João,Game Boy,7,79,553, Paraná (PR) ,2021-02-13,2021-03-09,Com Devolução
São Paulo,1175,Corporação NexusGen,Paulo,PlayStation 2,32,499,15968, Rio Grande do Norte (RN) ,2023-11-28,2023-12-06,Com Devolução
Parana,1844,Tecnologias Ondas Futuras Ltda,Vanessa,PlayStation 4,14,1399,19586, Ceará (CE) ,2020-06-06,,Sem Devolução
São Paulo,1228,Grupo Dinâmica Horizon Ltda,Taize,Nintendo DS,35,389,13615, Paraná (PR) ,2023-09-21,,Sem Devolução
Rio de Janeiro,6933,Empreendimentos NexusTech Ltda,Maria,XBOX ONE S,28,1499,41972, Paraná (PR) ,2021-04-13,2021-04-28,Com Devolução
Rio de Janeiro,1223,Laboratórios InovateX Ltda,Paulo,Game Boy,21,79,1659, Tocantins (TO) ,2023-09-20,2023-09-26,Com Devolução
Parana,9069,Tecnologias Impulso Quântico Ltda,Paulo,PlayStation 2,27,499,13473, Amapá (AP) ,2022-12-31,2023-01-28,Com Devolução
Parana,3558,Corporação NexusGen,Taize,Game Boy,24,79,1896, Rio Grande do Norte (RN) ,2023-11-28,2023-12-06,Com Devolução
Rio de Janeiro,5225,Indústrias ApexTech Ltda,Vanessa,Game Boy,34,79,2686, Alagoas (AL) ,2023-10-01,,Sem Devolução
Parana,5342,Corporação TechNex,Maria,XBOX 360,32,1299,41568, Mato Grosso (MT) ,2024-07-27,,Sem Devolução
Parana,5734,Corporação TechNex,Taize,XBOX ONE S,20,1499,29980, Rondônia (RO) ,2024-10-18,2024-11-11,Com Devolução
São Paulo,5066,InovarHub S.A,Paulo,PlayStation 1,37,199,7363, Espírito Santo (ES) ,2021-04-21,,Sem Devolução
Rio de Janeiro,9810,Inovação Esfera Quântica Ltda,Taize,PlayStation 2,20,499,9980, Alagoas (AL) ,2024-12-12,,Sem Devolução
São Paulo,2158,Corporação TechVantage,Vanessa,XBOX ONE S,17,1499,25483, Maranhão (MA) ,2021-11-30,,Sem Devolução
São Paulo,8721,Grupo Borda de Inovação Ltda,Maria,Game Boy,5,79,395, Paraná (PR) ,2021-07-29,,Sem Devolução
São Paulo,1343,Corporação TechNex,Taize,PlayStation 1,21,199,4179, Sergipe (SE) ,2021-07-19,,Sem Devolução
São Paulo,2055,Corporação TechVantage,Vanessa,Game Boy,39,79,3081, Paraíba (PB) ,2020-08-22,,Sem Devolução
Parana,6756,Grupo Borda de Inovação Ltda,Taize,Nintendo Wii,2,1699,3398, Paraíba (PB) ,2024-07-18,,Sem Devolução
Rio de Janeiro,3516,Corporação NexusGen,Paulo,PlayStation 2,19,499,9481, Goiás (GO) ,2024-01-26,2024-02-14,Com Devolução
Rio de Janeiro,1609,Corporação NexusGen,Maria,PlayStation 4,22,1399,30778, Goiás (GO) ,2022-07-05,2022-07-15,Com Devolução
Parana,9580,Tecnologias Impulso Quântico Ltda,João,PlayStation 4,38,1399,53162, Sergipe (SE) ,2024-09-08,2024-09-29,Com Devolução
Rio de Janeiro,2393,Empreendimentos NexusTech Ltda,Taize,Nintendo Wii,23,1699,39077, Distrito Federal (DF) ,2023-04-03,2023-04-06,Com Devolução
Parana,7912,Inovação Esfera Quântica Ltda,Vanessa,PlayStation 1,9,199,1791, Minas Gerais (MG) ,2023-08-19,2023-09-05,Com Devolução
São Paulo,9619,Laboratórios InovateX Ltda,Vanessa,PlayStation 4,37,1399,51763, Rio Grande do Sul (RS) ,2023-12-02,,Sem Devolução
São Paulo,4149,Inovação Esfera Quântica Ltda,Maria,PlayStation 1,4,199,796, Piauí (PI) ,2022-04-17,,Sem Devolução
São Paulo,1258,Laboratórios InovateX Ltda,Maria,Game Boy,18,79,1422, Espírito Santo (ES) ,2020-10-03,,Sem Devolução
São Paulo,7885,Inovação QuantumLeap Ltda,João,Game Boy,8,79,632, Rio Grande do Norte (RN) ,2022-12-03,2022-12-18,Com Devolução
São Paulo,1458,Grupo Dinâmica Horizon Ltda,Taize,Nintendo DS,2,389,778, Rondônia (RO) ,2020-04-07,,Sem Devolução
Rio de Janeiro,8457,Empresa Visionária de Inovações S.A,Paulo,XBOX 360,14,1299,18186, Goiás (GO) ,2020-05-06,2020-05-19,Com Devolução
Rio de Janeiro,5848,Tecnologias Impulso Quântico Ltda,Taize,PlayStation 4,20,1399,27980, Pernambuco (PE) ,2021-04-26,2021-05-05,Com Devolução
Parana,6216,Soluções Núcleo Quântico Ltda,Henrique,Game Boy,3,79,237, Paraíba (PB) ,2024-11-10,2024-11-15,Com Devolução
Parana,4358,Grupo Dinâmica Horizon Ltda,Paulo,XBOX 360,5,1299,6495, Acre (AC) ,2022-08-15,,Sem Devolução
São Paulo,4900,VisionáriaTech S.A,João,Nintendo DS,3,389,1167, Espírito Santo (ES) ,2020-01-18,2020-01-23,Com Devolução
São Paulo,9002,InovarHub S.A,Paulo,PlayStation 1,7,199,1393, Mato Grosso do Sul (MS) ,2024-01-19,,Sem Devolução
Parana,2758,Empreendimentos NexusTech Ltda,Vanessa,Nintendo Wii,1,1699,1699, Mato Grosso do Sul (MS) ,2023-12-24,,Sem Devolução
Rio de Janeiro,9692,Soluções NovaTech S.A,Taize,XBOX 360,20,1299,25980, Piauí (PI) ,2022-03-10,,Sem Devolução
Rio de Janeiro,6602,Empreendimentos NovaGenius Ltda,Paulo,PlayStation 1,13,199,2587, São Paulo (SP) ,2023-10-26,,Sem Devolução
Rio de Janeiro,1138,Corporação TechNex,Taize,Nintendo DS,29,389,11281, Piauí (PI) ,2024-05-13,2024-05-21,Com Devolução
São Paulo,6576,Grupo Borda de Inovação Ltda,Maria,XBOX ONE S,15,1499,22485, Alagoas (AL) ,2023-06-11,,Sem Devolução
Parana,5140,Grupo Borda de Inovação Ltda,João,PlayStation 2,20,499,9980, Rio Grande do Norte (RN) ,2022-11-04,,Sem Devolução
São Paulo,9916,Tecnologias Ondas Futuras Ltda,Henrique,PlayStation 4,5,1399,6995, Acre (AC) ,2024-04-06,,Sem Devolução
Parana,6088,Empresa Visionária de Inovações S.A,Henrique,Nintendo DS,14,389,5446, Pernambuco (PE) ,2022-05-19,,Sem Devolução
Rio de Janeiro,2174,Empreendimentos NovaGenius Ltda,Vanessa,XBOX ONE S,38,1499,56962, Distrito Federal (DF) ,2020-03-23,2020-04-12,Com Devolução
Rio de Janeiro,9743,Empreendimentos NexusTech Ltda,Taize,Game Boy,28,79,2212, Amapá (AP) ,2020-07-30,,Sem Devolução
Rio de Janeiro,3896,Empreendimentos NovaGenius Ltda,Vanessa,PlayStation 1,13,199,2587, Rio de Janeiro (RJ) ,2024-01-01,,Sem Devolução
Rio de Janeiro,1431,Soluções NovaTech S.A,João,XBOX ONE S,10,1499,14990, Alagoas (AL) ,2022-01-09,2022-02-07,Com Devolução
Rio de Janeiro,8873,Empresa Visionária de Inovações S.A,Taize,Nintendo DS,3,389,1167, Alagoas (AL) ,2020-11-07,,Sem Devolução
Parana,5803,Tecnologias Impulso Quântico Ltda,Henrique,PlayStation 1,40,199,7960, Pernambuco (PE) ,2022-03-08,,Sem Devolução
Rio de Janeiro,2357,Tecnologias Ondas Futuras Ltda,Maria,PlayStation 4,5,1399,6995, Amazonas (AM) ,2020-12-21,2020-12-30,Com Devolução
Parana,6164,Soluções Núcleo Quântico Ltda,Paulo,Nintendo Wii,25,1699,42475, Espírito Santo (ES) ,2021-06-26,,Sem Devolução
São Paulo,4297,InovarHub S.A,João,Nintendo Wii,30,1699,50970, Rondônia (RO) ,2020-05-20,,Sem Devolução
Parana,4201,Soluções NovaTech S.A,Maria,Nintendo DS,5,389,1945, Piauí (PI) ,2023-04-22,2023-04-22,Com Devolução
Rio de Janeiro,8066,Grupo Borda de Inovação Ltda,João,PlayStation 2,34,499,16966, Amazonas (AM) ,2020-12-09,,Sem Devolução
Rio de Janeiro,3033,Empreendimentos NexusTech Ltda,Paulo,Game Boy,3,79,237, Mato Grosso (MT) ,2022-05-19,,Sem Devolução
Rio de Janeiro,5425,Sistemas Sinérgicos Ltda,Vanessa,XBOX ONE S,9,1499,13491, Santa Catarina (SC) ,2021-10-13,,Sem Devolução
São Paulo,2119,Tecnologias Ondas Futuras Ltda,Henrique,PlayStation 1,37,199,7363, Mato Grosso do Sul (MS) ,2023-04-08,,Sem Devolução
Rio de Janeiro,1974,Inovação QuantumLeap Ltda,João,Nintendo DS,22,389,8558, Tocantins (TO) ,2020-09-26,,Sem Devolução
Rio de Janeiro,3479,Soluções NovaTech S.A,Henrique,PlayStation 1,21,199,4179, Rio de Janeiro (RJ) ,2024-11-11,,Sem Devolução
São Paulo,6898,Inovação QuantumLeap Ltda,Taize,Nintendo DS,3,389,1167, Amazonas (AM) ,2023-01-24,2023-02-10,Com Devolução
São Paulo,3917,Grupo Borda de Inovação Ltda,Paulo,PlayStation 2,15,499,7485, Maranhão (MA) ,2020-05-25,2020-05-25,Com Devolução
Parana,3939,Laboratórios InovateX Ltda,Vanessa,Nintendo Wii,5,1699,8495, Amazonas (AM) ,2022-07-02,2022-07-07,Com Devolução
Parana,2040,Sistemas Sinérgicos Ltda,Maria,PlayStation 1,31,199,6169, Acre (AC) ,2022-07-20,,Sem Devolução
Rio de Janeiro,9016,Inovação QuantumLeap Ltda,Maria,XBOX 360,40,1299,51960, Rio de Janeiro (RJ) ,2023-07-18,,Sem Devolução
Parana,1666,Inovação Esfera Quântica Ltda,Vanessa,PlayStation 2,8,499,3992, Amazonas (AM) ,2023-04-05,,Sem Devolução
Parana,1862,Inovação Esfera Quântica Ltda,Henrique,Nintendo Wii,28,1699,47572, Rio Grande do Sul (RS) ,2021-12-26,,Sem Devolução
São Paulo,2660,Corporação NexusGen,Taize,PlayStation 2,2,499,998, São Paulo (SP) ,2021-11-18,,Sem Devolução
São Paulo,4654,Indústrias ApexTech Ltda,Maria,XBOX ONE S,9,1499,13491, Rio Grande do Norte (RN) ,2021-01-02,2021-01-07,Com Devolução
Parana,2350,Soluções NovaTech S.A,Maria,Nintendo Wii,28,1699,47572, Maranhão (MA) ,2020-05-07,2020-05-21,Com Devolução
Rio de Janeiro,8186,Soluções Núcleo Quântico Ltda,Taize,Game Boy,28,79,2212, Rio de Janeiro (RJ) ,2020-03-23,,Sem Devolução
Rio de Janeiro,2681,Inovação QuantumLeap Ltda,Vanessa,PlayStation 4,19,1399,26581, Bahia (BA) ,2022-10-21,,Sem Devolução
São Paulo,2140,Soluções Núcleo Quântico Ltda,Taize,PlayStation 2,21,499,10479, Rondônia (RO) ,2024-04-13,2024-04-25,Com Devolução
Rio de Janeiro,8802,Sistemas Sinérgicos Ltda,Paulo,PlayStation 1,10,199,1990, Rio Grande do Norte (RN) ,2024-06-02,,Sem Devolução
Rio de Janeiro,3519,Inovação Esfera Quântica Ltda,Paulo,PlayStation 2,7,499,3493, Bahia (BA) ,2022-01-08,,Sem Devolução
Parana,7719,Grupo Borda de Inovação Ltda,Maria,PlayStation 2,20,499,9980, Paraíba (PB) ,2023-02-02,,Sem Devolução
Rio de Janeiro,2450,Soluções NovaTech S.A,Taize,XBOX ONE S,37,1499,55463, Rio Grande do Sul (RS) ,2024-11-14,2024-12-01,Com Devolução
Parana,9420,Corporação TechVantage,João,XBOX ONE S,35,1499,52465, São Paulo (SP) ,2021-05-20,,Sem Devolução
São Paulo,6062,Grupo Dinâmica Horizon Ltda,Paulo,PlayStation 4,25,1399,34975, Paraná (PR) ,2024-09-14,,Sem Devolução
Rio de Janeiro,4362,Grupo Borda de Inovação Ltda,Taize,Nintendo DS,36,389,14004, Santa Catarina (SC) ,2021-08-19,,Sem Devolução
